24 0.254554
48 0.242275
72 0.611908
120 0.311083
192 0.320458
288 0.320550
432 0.442758
648 0.691825
984 1.281362
1488 2.606288
2232 5.563337
3360 12.245742
5040 27.205217
7560 60.526121
11352 135.783050
17040 306.729312
25560 685.214137
38352 1539.724142
