24 0.039260
48 0.041053
72 0.048543
120 0.059666
192 0.127569
288 0.137640
432 0.267149
648 0.521561
984 1.111110
1488 2.464123
2232 5.400719
3360 12.067500
5040 26.974492
7560 60.366151
11352 135.740092
17040 305.052030
25560 687.510886
38352 1542.174012
