24 0.237879
48 0.216658
72 0.313442
120 0.261492
192 0.229100
288 0.407071
432 0.443750
648 0.602025
984 0.914458
1488 1.774700
2232 3.651192
3360 7.923408
5040 17.326192
7560 38.225363
11352 85.869263
17040 193.170704
25560 434.062692
38352 977.004358
