24 0.029934
48 0.043808
72 0.042479
120 0.051497
192 0.069594
288 0.108528
432 0.195013
648 0.352536
984 0.730342
1488 1.603388
2232 3.468689
3360 7.694442
5040 17.107762
7560 38.179001
11352 85.674118
17040 192.524914
25560 434.847732
38352 978.542441
