100 384.837406 358.422939 
125 390.937750 356.539796 
156 396.720414 360.071703 
195 391.906712 360.549221 
243 393.239250 361.046915 
303 392.991884 360.688843 
378 391.027971 360.976137 
472 379.173991 357.674129 
590 301.709815 356.619891 
737 292.384034 356.270539 
921 272.511733 355.778404 
